PUNT_GLOBAL,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,COLE_AREA_UBICACION,COLE_BILINGUE,FAMI_EDUCACIONMADRE
317.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
265.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
350.0,Estrato 1,No,Si,URBANO,N,Primaria completa
271.0,Estrato 4,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
289.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
210.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
185.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 2,No,No,URBANO,N,Técnica o tecnológica completa
285.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
198.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
213.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
326.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
255.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
272.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
349.0,Estrato 3,Si,Si,URBANO,N,Postgrado
224.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
300.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
258.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
228.0,Estrato 5,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
309.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
261.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
289.0,Estrato 3,No,Si,URBANO,N,Primaria incompleta
220.0,Estrato 4,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
353.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
190.0,Estrato 3,Si,No,URBANO,N,Primaria incompleta
248.0,Estrato 4,No,Si,URBANO,N,Técnica o tecnológica incompleta
277.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
276.0,Estrato 2,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
212.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
285.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
291.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) completa
205.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
217.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
260.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
223.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
287.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
285.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
217.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
356.0,Estrato 4,Si,Si,RURAL,N,Postgrado
289.0,Estrato 3,Si,Si,RURAL,N,Primaria completa
365.0,Estrato 5,Si,Si,URBANO,N,Técnica o tecnológica completa
244.0,Estrato 1,No,Si,URBANO,N,Primaria completa
257.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
285.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
283.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
199.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
277.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
224.0,Estrato 2,Si,No,URBANO,N,Primaria completa
266.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) completa
349.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
193.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
219.0,Estrato 3,No,No,URBANO,N,No sabe
299.0,Estrato 1,No,No,URBANO,N,Primaria completa
270.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
248.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
237.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
294.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
360.0,Estrato 6,Si,Si,RURAL,N,No sabe
248.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
246.0,Estrato 2,Si,Si,URBANO,N,No sabe
238.0,Estrato 1,No,No,URBANO,N,Primaria completa
255.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
297.0,Estrato 2,Si,No,URBANO,N,No sabe
249.0,Estrato 3,Si,Si,URBANO,N,No sabe
259.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
222.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
355.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
260.0,Estrato 1,Si,No,URBANO,N,Técnica o tecnológica incompleta
217.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
244.0,Estrato 1,No,Si,RURAL,N,Secundaria (Bachillerato) completa
254.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
290.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
290.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
243.0,Estrato 2,No,Si,RURAL,N,Primaria incompleta
164.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
246.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
217.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
281.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
311.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
224.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
301.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
312.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
355.0,Estrato 1,Si,Si,URBANO,N,Postgrado
249.0,Estrato 4,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
251.0,Estrato 1,Si,Si,URBANO,N,Primaria completa
315.0,Estrato 3,Si,Si,URBANO,N,Postgrado
285.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
221.0,Estrato 3,Si,No,RURAL,N,Primaria incompleta
247.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
290.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
180.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
209.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
362.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
223.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
272.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
234.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
275.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
264.0,Estrato 1,Si,Si,RURAL,N,Secundaria (Bachillerato) completa
221.0,Estrato 1,Si,No,URBANO,N,Primaria incompleta
214.0,Estrato 1,Si,No,URBANO,N,Técnica o tecnológica completa
246.0,Estrato 2,No,Si,URBANO,N,Primaria completa
295.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
271.0,Estrato 4,Si,Si,URBANO,N,Técnica o tecnológica completa
223.0,Estrato 1,No,Si,RURAL,N,Secundaria (Bachillerato) completa
323.0,Estrato 6,Si,Si,RURAL,N,Educación profesional completa
287.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
301.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
358.0,Estrato 3,Si,Si,URBANO,N,Educación profesional incompleta
160.0,Estrato 4,Si,No,URBANO,N,Educación profesional completa
210.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
333.0,Estrato 3,No,Si,URBANO,N,Postgrado
241.0,Estrato 1,No,No,RURAL,N,Primaria completa
298.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
243.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
299.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
212.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
249.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
360.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
250.0,Estrato 1,No,No,URBANO,N,Primaria completa
250.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
287.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
223.0,Estrato 1,No,Si,URBANO,N,Primaria completa
200.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
318.0,Estrato 3,Si,Si,URBANO,N,Postgrado
296.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
225.0,Estrato 1,No,Si,URBANO,N,Primaria completa
291.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
215.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
212.0,Estrato 3,No,Si,URBANO,N,Primaria completa
158.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
201.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 3,No,Si,URBANO,N,Educación profesional completa
338.0,Estrato 4,Si,Si,RURAL,N,Educación profesional completa
255.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
311.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
252.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
371.0,Estrato 3,Si,Si,RURAL,N,Postgrado
280.0,Estrato 1,No,Si,URBANO,N,Secundaria (Bachillerato) completa
189.0,Estrato 3,No,No,RURAL,N,Primaria incompleta
211.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
231.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
288.0,Estrato 3,No,Si,RURAL,N,Primaria incompleta
254.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
302.0,Estrato 4,Si,Si,URBANO,N,Técnica o tecnológica completa
270.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
340.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
307.0,Estrato 2,Si,Si,URBANO,N,Educación profesional incompleta
265.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
291.0,Estrato 3,Si,No,RURAL,N,Educación profesional completa
319.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
255.0,Estrato 2,Si,No,URBANO,N,Primaria completa
279.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
236.0,Estrato 2,Si,No,RURAL,N,Secundaria (Bachillerato) completa
243.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
335.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
270.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
246.0,Estrato 1,Si,No,URBANO,N,Primaria completa
258.0,Estrato 3,Si,Si,RURAL,N,No sabe
334.0,Estrato 5,Si,Si,RURAL,N,Postgrado
354.0,Estrato 4,Si,Si,RURAL,S,Postgrado
272.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
258.0,Estrato 3,No,Si,URBANO,N,Postgrado
228.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
257.0,Estrato 4,Si,Si,URBANO,N,Técnica o tecnológica completa
348.0,Estrato 6,Si,Si,RURAL,N,Educación profesional completa
299.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
221.0,Estrato 2,No,No,RURAL,N,Primaria incompleta
353.0,Estrato 6,Si,Si,RURAL,S,Postgrado
270.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
317.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
303.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
208.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
257.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
243.0,Estrato 3,Si,Si,RURAL,N,Técnica o tecnológica completa
286.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
276.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
182.0,Estrato 1,Si,No,RURAL,N,Primaria completa
271.0,Estrato 1,No,No,URBANO,N,Primaria completa
222.0,Estrato 2,Si,No,RURAL,N,Primaria incompleta
316.0,Estrato 2,Si,No,URBANO,N,Técnica o tecnológica completa
267.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
244.0,Estrato 2,No,No,RURAL,N,Primaria completa
250.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
287.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
188.0,Estrato 1,No,No,URBANO,N,Primaria completa
354.0,Estrato 3,Si,Si,RURAL,N,Secundaria (Bachillerato) incompleta
254.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
281.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
355.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
191.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
207.0,Estrato 1,Si,Si,RURAL,N,Primaria incompleta
244.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica incompleta
278.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
194.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
277.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
288.0,Estrato 2,No,Si,URBANO,N,Primaria completa
202.0,Estrato 3,Si,Si,URBANO,N,Primaria completa
259.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
267.0,Estrato 2,Si,Si,RURAL,N,Primaria completa
204.0,Estrato 1,Si,Si,URBANO,N,Primaria incompleta
271.0,Estrato 2,No,No,URBANO,N,Primaria completa
286.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
231.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
287.0,Estrato 1,No,No,RURAL,S,Secundaria (Bachillerato) incompleta
249.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
315.0,Estrato 1,No,No,RURAL,N,Primaria completa
240.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
189.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
270.0,Estrato 3,No,No,URBANO,N,Primaria incompleta
360.0,Estrato 4,Si,Si,RURAL,N,Postgrado
269.0,Estrato 2,Si,Si,URBANO,N,Educación profesional incompleta
249.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
250.0,Estrato 3,Si,No,URBANO,N,Técnica o tecnológica completa
325.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
238.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
228.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
284.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
277.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
305.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
255.0,Estrato 1,No,Si,RURAL,N,Primaria incompleta
204.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
268.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
340.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
148.0,Estrato 2,Si,No,URBANO,N,Educación profesional completa
217.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
294.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
256.0,Estrato 2,Si,Si,RURAL,N,Técnica o tecnológica completa
277.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
199.0,Estrato 1,Si,No,URBANO,N,Primaria incompleta
227.0,Estrato 2,No,No,URBANO,N,Primaria completa
369.0,Estrato 6,Si,Si,RURAL,N,Postgrado
303.0,Estrato 2,Si,Si,RURAL,N,Educación profesional completa
195.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica incompleta
196.0,Estrato 2,Si,No,URBANO,N,Primaria incompleta
228.0,Estrato 1,Si,Si,URBANO,N,Ninguno
260.0,Estrato 1,No,No,URBANO,N,Primaria completa
212.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
215.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) incompleta
283.0,Sin Estrato,No,No,RURAL,N,Secundaria (Bachillerato) completa
268.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
300.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
276.0,Estrato 3,No,Si,URBANO,N,Educación profesional completa
327.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
268.0,Estrato 3,Si,No,URBANO,N,Secundaria (Bachillerato) completa
232.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
205.0,Estrato 1,No,No,URBANO,N,Primaria completa
191.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
178.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
325.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
268.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
223.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
283.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
228.0,Estrato 2,No,No,URBANO,N,Primaria incompleta
269.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) completa
211.0,Estrato 2,No,No,URBANO,N,Primaria completa
318.0,Estrato 2,No,Si,URBANO,N,Técnica o tecnológica completa
225.0,Estrato 2,No,No,URBANO,N,Ninguno
284.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
261.0,Estrato 2,No,No,URBANO,N,Primaria completa
232.0,Estrato 1,No,No,RURAL,N,Primaria completa
317.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
189.0,Estrato 1,No,No,URBANO,N,Primaria completa
275.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
235.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
295.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) completa
274.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
263.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
277.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
296.0,Estrato 3,Si,Si,URBANO,N,Postgrado
289.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
186.0,Estrato 2,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
260.0,Estrato 2,No,Si,RURAL,N,Primaria completa
223.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
243.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
241.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
167.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
291.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
228.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
203.0,Estrato 1,No,Si,URBANO,N,Primaria incompleta
295.0,Estrato 3,Si,Si,RURAL,N,Educación profesional incompleta
294.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
272.0,Estrato 1,Si,Si,RURAL,N,Primaria completa
326.0,Estrato 3,Si,Si,URBANO,N,Educación profesional completa
337.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
189.0,Estrato 2,No,Si,URBANO,N,Primaria completa
253.0,Estrato 2,No,Si,RURAL,N,Educación profesional completa
305.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
209.0,Estrato 1,Si,No,RURAL,N,Secundaria (Bachillerato) incompleta
284.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
251.0,Estrato 1,No,No,RURAL,N,Secundaria (Bachillerato) incompleta
264.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
324.0,Estrato 2,Si,Si,RURAL,N,Educación profesional completa
236.0,Estrato 2,No,No,RURAL,N,Técnica o tecnológica completa
298.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
312.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
292.0,Estrato 1,No,No,URBANO,N,Técnica o tecnológica incompleta
305.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
220.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
245.0,Estrato 2,No,Si,URBANO,N,Secundaria (Bachillerato) completa
323.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
196.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
255.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
252.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
255.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
235.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
298.0,Estrato 4,Si,Si,RURAL,N,Postgrado
235.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
256.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
281.0,Estrato 1,No,No,URBANO,N,Primaria completa
271.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
193.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
170.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
322.0,Estrato 4,Si,Si,RURAL,N,Educación profesional completa
251.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
185.0,Estrato 1,No,No,RURAL,N,Primaria completa
270.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
198.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
228.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) completa
233.0,Estrato 2,No,Si,RURAL,N,Educación profesional completa
187.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
263.0,Estrato 2,Si,Si,URBANO,N,Primaria completa
195.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica completa
236.0,Estrato 1,No,No,RURAL,N,Primaria completa
224.0,Estrato 3,Si,Si,URBANO,N,No sabe
212.0,Estrato 2,No,Si,URBANO,N,Primaria incompleta
208.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
205.0,Estrato 2,Si,No,URBANO,N,Postgrado
249.0,Estrato 1,No,No,URBANO,N,Secundaria (Bachillerato) completa
334.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
275.0,Estrato 2,Si,Si,URBANO,N,Primaria incompleta
303.0,Estrato 4,Si,Si,URBANO,N,Educación profesional completa
318.0,Estrato 1,Si,Si,URBANO,N,Técnica o tecnológica completa
299.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
282.0,Sin Estrato,Si,No,RURAL,N,Secundaria (Bachillerato) incompleta
192.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
313.0,Estrato 2,Si,Si,URBANO,N,Educación profesional incompleta
292.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
266.0,Estrato 2,Si,Si,URBANO,N,Educación profesional completa
252.0,Estrato 1,No,No,URBANO,N,Primaria incompleta
320.0,Estrato 2,Si,Si,RURAL,N,Postgrado
243.0,Estrato 3,Si,Si,URBANO,N,Primaria incompleta
273.0,Estrato 2,No,Si,RURAL,N,Secundaria (Bachillerato) incompleta
193.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
243.0,Estrato 2,Si,No,URBANO,N,Secundaria (Bachillerato) incompleta
228.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
325.0,Estrato 3,No,No,URBANO,N,Secundaria (Bachillerato) completa
301.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
257.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
218.0,Estrato 2,Si,Si,RURAL,N,Primaria incompleta
280.0,Estrato 1,Si,No,URBANO,N,Secundaria (Bachillerato) completa
327.0,Estrato 3,Si,Si,RURAL,N,Educación profesional completa
221.0,Estrato 1,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
249.0,Estrato 2,Si,No,URBANO,N,Ninguno
233.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
296.0,Estrato 2,Si,Si,URBANO,N,Técnica o tecnológica incompleta
243.0,Estrato 3,No,Si,URBANO,N,Secundaria (Bachillerato) completa
282.0,Estrato 3,Si,Si,URBANO,N,Secundaria (Bachillerato) completa
176.0,Sin Estrato,Si,Si,URBANO,N,Técnica o tecnológica incompleta
310.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica completa
158.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
240.0,Estrato 3,Si,Si,URBANO,N,Técnica o tecnológica incompleta
260.0,Estrato 2,No,No,URBANO,N,Secundaria (Bachillerato) incompleta
274.0,Estrato 1,No,No,RURAL,N,Primaria incompleta
200.0,Estrato 3,No,No,URBANO,N,Educación profesional incompleta
248.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
214.0,Estrato 2,Si,No,URBANO,N,Primaria completa
235.0,Estrato 2,Si,Si,URBANO,N,Secundaria (Bachillerato) incompleta
193.0,Estrato 3,No,Si,RURAL,N,Primaria completa
